age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,surcharge_ressentie,surcharge_non_recompensee,ratio_revenu_poste,ratio_augmentation_promotion,revenu_satisfaction
29,1,9715,Marié(e),Consulting,Manager,3,7,3,1,1,3,3,0,13,1,3,8,1,Autre,Occasionnel,0,0,0,1.2902131895916358,13.0,0
33,0,4320,Célibataire,Consulting,Tech Lead,1,5,4,2,2,4,3,0,13,0,2,25,3,Infra & Cloud,Occasionnel,0,0,0,0.5920940696069721,13.0,0
45,0,2132,Marié(e),Consulting,Assistant de Direction,4,5,4,3,4,4,3,0,20,1,3,28,3,Entrepreunariat,Occasionnel,0,0,0,0.6578272208156692,20.0,0
42,0,10124,Marié(e),Consulting,Manager,2,20,4,3,4,3,1,1,14,1,3,2,3,Infra & Cloud,Frequent,13,1,0,1.344530965663996,1.0,0
40,0,5473,Marié(e),Commercial,Cadre Commercial,0,8,1,3,1,4,4,0,12,0,5,9,2,Transformation Digitale,Occasionnel,7,0,0,0.7902930536785964,1.5,0
33,0,5207,Marié(e),Consulting,Consultant,1,15,2,3,3,2,3,1,12,1,3,28,4,Infra & Cloud,Occasionnel,5,0,0,1.6080070491220793,2.0,0
40,0,16437,Célibataire,Ressources Humaines,Senior Manager,1,21,3,3,4,4,3,1,21,0,2,6,2,Transformation Digitale,Occasionnel,7,0,0,0.9566030081597232,2.625,0
24,0,2296,Divorcé(e),Consulting,Consultant,0,1,3,2,1,2,3,0,14,3,3,21,2,Entrepreunariat,Occasionnel,0,0,0,0.7090424783530428,14.0,1
40,0,4069,Divorcé(e),Consulting,Manager,3,2,4,3,4,3,3,1,18,0,2,8,2,Infra & Cloud,Aucun,2,0,0,0.5403888284558277,6.0,0
45,0,7441,Divorcé(e),Consulting,Manager,1,10,1,3,2,1,3,0,12,3,4,1,4,Entrepreunariat,Occasionnel,7,0,0,0.988211666881252,1.5,0
35,1,2430,Marié(e),Commercial,Représentant Commercial,0,5,2,2,3,1,3,0,23,2,5,28,4,Infra & Cloud,Occasionnel,4,0,0,0.9250095165588124,4.6,1
32,1,5878,Marié(e),Consulting,Assistant de Direction,3,7,4,2,2,1,3,0,12,1,2,5,2,Infra & Cloud,Occasionnel,2,0,0,1.8136530975396359,4.0,0
36,0,2644,Célibataire,Commercial,Représentant Commercial,3,3,3,3,4,4,2,1,21,0,3,2,4,Infra & Cloud,Occasionnel,1,1,0,1.0064712599923868,10.5,0
48,1,6439,Divorcé(e),Commercial,Cadre Commercial,8,8,3,3,3,3,3,0,14,1,2,16,4,Infra & Cloud,Occasionnel,7,0,0,0.9297820158297976,1.75,0
29,0,2451,Marié(e),Consulting,Assistant de Direction,6,1,3,4,3,1,2,0,18,2,2,9,3,Infra & Cloud,Occasionnel,0,0,0,0.7562544644555372,18.0,1
33,0,6392,Marié(e),Commercial,Cadre Commercial,2,2,1,3,1,4,1,0,13,1,6,8,4,Infra & Cloud,Occasionnel,2,0,0,0.9229952857872443,4.333333333333333,0
30,0,9714,Marié(e),Commercial,Cadre Commercial,1,10,2,2,1,4,3,0,11,1,4,1,3,Infra & Cloud,Occasionnel,6,0,0,1.402687141135371,1.5714285714285714,0
38,0,6077,Marié(e),Ressources Humaines,Ressources Humaines,3,6,3,3,3,3,3,0,11,0,2,10,4,Ressources Humaines,Frequent,1,0,0,1.4343541629786982,5.5,0
35,0,2450,Célibataire,Consulting,Consultant,1,3,4,2,1,2,3,0,19,0,3,1,3,Transformation Digitale,Occasionnel,1,0,0,0.7566002055596494,9.5,1
30,0,9250,Marié(e),Commercial,Cadre Commercial,3,4,3,3,2,2,3,0,12,1,3,29,4,Entrepreunariat,Occasionnel,1,0,0,1.3356862317791005,6.0,0
35,1,2074,Divorcé(e),Consulting,Consultant,1,1,1,3,1,4,3,1,12,1,2,2,3,Infra & Cloud,Occasionnel,0,0,0,0.6404852352370256,12.0,1
53,1,10169,Marié(e),Consulting,Tech Lead,0,33,3,2,4,2,3,0,16,1,4,2,5,Entrepreunariat,Occasionnel,1,0,0,1.3937510633873376,8.0,0
38,0,4855,Marié(e),Consulting,Tech Lead,4,5,3,3,2,1,3,0,11,2,2,2,3,Transformation Digitale,Occasionnel,1,0,0,0.6654205342457984,5.5,0
32,0,4087,Marié(e),Consulting,Assistant de Direction,4,6,4,3,1,2,2,0,14,1,3,1,4,Entrepreunariat,Aucun,1,0,0,1.2610412061321015,7.0,0
48,1,2367,Marié(e),Consulting,Assistant de Direction,8,8,3,3,1,4,2,0,12,1,3,15,4,Autre,Occasionnel,7,0,0,0.7303363187948824,1.5,1
34,0,2972,Célibataire,Consulting,Assistant de Direction,1,1,1,3,4,3,1,0,13,0,4,7,4,Transformation Digitale,Occasionnel,0,0,0,0.9170086774222181,13.0,0
55,0,19586,Marié(e),Commercial,Senior Manager,1,36,3,2,4,3,3,0,21,1,3,26,5,Marketing,Occasionnel,2,0,0,1.1398689856918134,7.0,0
34,0,5484,Marié(e),Consulting,Assistant de Direction,9,2,2,3,4,2,2,0,17,1,3,1,4,Infra & Cloud,Occasionnel,2,0,0,1.6920846524170403,5.666666666666667,0
26,1,2061,Marié(e),Consulting,Assistant de Direction,1,1,1,3,4,1,3,0,21,0,5,3,3,Infra & Cloud,Occasionnel,0,0,0,0.6359202167453538,21.0,1
38,0,9924,Marié(e),Commercial,Cadre Commercial,0,9,3,3,2,4,3,0,11,1,3,14,3,Infra & Cloud,Occasionnel,7,0,0,1.433010828559545,1.375,0
38,1,4198,Célibataire,Commercial,Cadre Commercial,2,3,2,3,2,2,4,0,12,0,5,16,3,Infra & Cloud,Occasionnel,1,0,0,0.6061849514603961,6.0,0
36,1,6815,Célibataire,Commercial,Cadre Commercial,6,1,2,3,3,1,3,0,13,0,5,1,4,Infra & Cloud,Occasionnel,0,0,0,0.9840758561702238,13.0,0
29,0,4723,Célibataire,Consulting,Consultant,1,10,2,3,1,4,3,1,18,0,3,3,1,Transformation Digitale,Occasionnel,1,0,0,1.4585399064727445,9.0,0
35,1,6142,Célibataire,Consulting,Manager,3,5,1,3,3,3,3,1,16,0,4,10,4,Transformation Digitale,Occasionnel,0,0,0,0.8156962851746605,16.0,0
39,0,8237,Marié(e),Commercial,Cadre Commercial,2,7,4,4,3,1,3,0,11,1,3,6,3,Transformation Digitale,Occasionnel,7,0,0,1.189410539585346,1.375,0
29,0,8853,Divorcé(e),Consulting,Manager,1,6,1,3,4,4,4,0,19,1,0,2,1,Infra & Cloud,Frequent,1,0,0,1.1757341603144367,9.5,0
50,0,19331,Marié(e),Commercial,Senior Manager,4,1,3,3,3,3,3,1,16,1,2,9,3,Marketing,Occasionnel,0,0,0,1.1250284571841338,16.0,0
23,0,2073,Marié(e),Consulting,Assistant de Direction,2,2,4,4,3,4,3,0,16,1,2,10,3,Entrepreunariat,Occasionnel,2,0,0,0.6396228089825903,5.333333333333333,0
36,0,5562,Marié(e),Consulting,Consultant,3,3,1,4,1,4,3,1,13,1,3,6,4,Infra & Cloud,Frequent,0,0,0,1.71763687482562,13.0,0
42,0,19613,Célibataire,Consulting,Senior Manager,8,1,4,2,4,4,3,0,22,0,2,9,2,Autre,Occasionnel,0,0,0,1.1414403357690972,22.0,0
35,0,3407,Marié(e),Consulting,Consultant,1,10,2,4,3,4,2,0,17,2,3,28,3,Infra & Cloud,Occasionnel,6,0,0,1.0521375103435613,2.4285714285714284,0
34,0,5063,Marié(e),Consulting,Manager,1,8,4,2,3,2,2,0,14,1,3,10,4,Entrepreunariat,Frequent,7,0,0,0.6723982891304634,1.75,0
40,1,4639,Marié(e),Commercial,Cadre Commercial,1,5,4,3,1,3,3,0,15,1,2,14,2,Infra & Cloud,Occasionnel,1,0,0,0.6698646950511619,7.5,0
43,0,4876,Divorcé(e),Consulting,Consultant,5,6,4,4,2,3,3,0,12,1,0,27,3,Entrepreunariat,Occasionnel,0,0,0,1.5057888172689184,12.0,0
35,0,2690,Marié(e),Consulting,Consultant,1,1,3,2,4,4,2,0,18,1,5,7,2,Infra & Cloud,Occasionnel,0,0,0,0.8307161440634517,18.0,0
46,0,17567,Célibataire,Commercial,Senior Manager,1,26,4,4,1,2,1,0,15,0,5,1,4,Infra & Cloud,Occasionnel,0,0,0,1.0223669188015974,15.0,0
28,0,2408,Marié(e),Consulting,Consultant,1,1,3,3,2,3,3,1,17,3,3,24,3,Transformation Digitale,Occasionnel,0,0,0,0.7436299163214839,17.0,0
22,1,2814,Marié(e),Consulting,Assistant de Direction,1,4,2,2,3,2,2,1,14,0,2,26,2,Autre,Aucun,1,1,0,0.8682578796319387,7.0,1
50,0,11245,Marié(e),Consulting,Manager,2,30,2,3,3,3,3,1,15,1,3,20,5,Transformation Digitale,Frequent,12,0,0,1.4934068262437412,1.1538461538461537,0
32,1,3312,Marié(e),Consulting,Assistant de Direction,3,3,2,4,4,4,3,0,17,2,3,5,4,Autre,Occasionnel,0,0,0,1.0219154574772498,17.0,0
44,1,19049,Divorcé(e),Consulting,Directeur Technique,0,22,2,3,4,4,2,1,14,1,4,7,3,Transformation Digitale,Occasionnel,1,1,0,1.187997168614024,7.0,0
30,0,2141,Marié(e),Consulting,Assistant de Direction,1,6,2,2,2,2,2,0,12,1,3,7,3,Transformation Digitale,Occasionnel,1,0,0,0.6606041649935965,6.0,1
45,1,5769,Célibataire,Consulting,Consultant,1,10,3,1,1,1,3,1,14,0,3,5,5,Transformation Digitale,Occasionnel,1,0,0,1.7815618717851498,7.0,0
45,0,4385,Marié(e),Commercial,Cadre Commercial,1,10,1,2,1,1,3,0,15,1,2,26,3,Marketing,Aucun,4,0,0,0.6331874731190654,3.0,0
31,0,5332,Célibataire,Commercial,Cadre Commercial,7,5,4,3,1,4,3,0,13,0,3,2,4,Autre,Frequent,0,0,0,0.7699328635509366,13.0,0
36,1,4663,Marié(e),Consulting,Tech Lead,9,3,3,3,3,2,3,1,12,2,2,12,4,Infra & Cloud,Occasionnel,1,0,0,0.6391052422632664,6.0,0
34,0,4724,Divorcé(e),Consulting,Tech Lead,1,9,3,4,4,1,3,0,13,1,3,10,4,Infra & Cloud,Frequent,7,0,0,0.6474658298202166,1.625,0
49,1,3211,Marié(e),Consulting,Consultant,1,9,3,3,1,4,2,0,14,1,3,25,4,Infra & Cloud,Occasionnel,1,0,0,0.9916094938987894,7.0,0
39,0,5377,Marié(e),Consulting,Tech Lead,2,7,2,3,1,4,3,0,13,3,3,10,5,Transformation Digitale,Occasionnel,7,0,0,0.7369652343233075,1.625,0
27,0,4066,Divorcé(e),Consulting,Consultant,1,7,4,2,1,1,3,0,11,2,3,19,3,Autre,Occasionnel,0,0,0,1.2556475248185854,11.0,0
35,0,5208,Marié(e),Consulting,Assistant de Direction,1,16,2,4,1,4,3,0,11,0,2,18,5,Infra & Cloud,Occasionnel,1,0,0,1.606925030960603,5.5,0
28,1,4877,Divorcé(e),Consulting,Tech Lead,0,5,2,1,1,2,2,0,21,1,5,27,3,Transformation Digitale,Occasionnel,0,0,0,0.6684358281187969,21.0,0
21,0,3117,Célibataire,Consulting,Assistant de Direction,1,2,3,3,4,3,3,0,18,0,2,5,1,Transformation Digitale,Occasionnel,2,0,0,0.9617483336221581,6.0,0
18,1,1569,Célibataire,Commercial,Représentant Commercial,1,0,2,3,4,3,4,1,12,0,2,3,2,Transformation Digitale,Frequent,0,0,0,0.5972592310620479,12.0,0
47,1,19658,Marié(e),Ressources Humaines,Senior Manager,3,5,4,3,3,3,3,0,11,1,2,26,4,Infra & Cloud,Occasionnel,1,0,0,1.14405925256457,5.5,0
39,0,3069,Divorcé(e),Consulting,Consultant,0,10,3,2,3,4,3,0,15,1,3,3,2,Transformation Digitale,Occasionnel,0,0,0,0.947757563617373,15.0,0
40,1,10435,Marié(e),Consulting,Tech Lead,1,18,1,2,3,4,3,0,13,2,2,15,3,Infra & Cloud,Occasionnel,14,0,0,1.4302087074881373,0.8666666666666667,0
35,1,4148,Marié(e),Consulting,Manager,1,14,3,3,3,4,3,0,12,1,5,8,4,Infra & Cloud,Aucun,2,0,0,0.5508805260345966,4.0,0
37,0,5768,Marié(e),Consulting,Tech Lead,3,4,3,3,3,1,2,0,17,3,2,19,3,Infra & Cloud,Occasionnel,0,0,0,0.7905552299752349,17.0,0
39,1,5042,Célibataire,Consulting,Tech Lead,0,9,1,3,3,4,1,0,13,0,2,4,3,Transformation Digitale,Frequent,3,0,0,0.6910505321662854,3.25,0
45,1,5770,Divorcé(e),Consulting,Tech Lead,1,10,4,2,4,1,3,0,19,2,3,2,2,Autre,Occasionnel,3,0,0,0.790829347600053,4.75,0
38,1,7756,Marié(e),Consulting,Tech Lead,3,5,4,2,3,4,4,1,19,1,6,2,2,Transformation Digitale,Occasionnel,0,0,0,1.0630281490443692,19.0,0
35,0,10306,Marié(e),Commercial,Cadre Commercial,9,13,4,2,1,3,3,0,17,0,3,10,3,Transformation Digitale,Occasionnel,6,0,0,1.4881710599692333,2.4285714285714284,0
37,1,3936,Marié(e),Consulting,Assistant de Direction,1,8,2,3,2,1,1,0,11,1,2,10,3,Transformation Digitale,Occasionnel,7,0,0,1.2144502538135433,1.375,0
40,1,7945,Célibataire,Consulting,Tech Lead,6,4,3,3,4,4,2,1,15,0,2,16,3,Infra & Cloud,Occasionnel,3,1,0,1.0889322645896742,3.75,0
44,0,5743,Marié(e),Ressources Humaines,Ressources Humaines,4,10,1,3,4,3,3,1,11,0,3,1,5,Ressources Humaines,Frequent,0,0,1,1.3555201510591846,11.0,0
48,0,15202,Marié(e),Consulting,Senior Manager,2,2,3,2,4,2,3,0,25,1,3,4,5,Transformation Digitale,Frequent,2,0,0,0.8847282916617456,8.333333333333334,0
35,0,5440,Divorcé(e),Commercial,Cadre Commercial,6,2,1,1,4,4,2,1,14,2,2,15,2,Transformation Digitale,Occasionnel,2,1,0,0.7855279027976547,4.666666666666667,0
24,1,3760,Célibataire,Consulting,Assistant de Direction,1,6,1,3,4,3,3,1,13,0,2,2,1,Entrepreunariat,Frequent,1,0,0,1.1601455676674093,6.5,0
27,1,3517,Marié(e),Consulting,Assistant de Direction,7,3,2,4,3,1,3,0,17,0,0,8,3,Transformation Digitale,Occasionnel,0,0,0,1.0851680748633719,17.0,0
27,0,2580,Célibataire,Consulting,Assistant de Direction,2,4,4,3,4,3,2,0,13,0,0,2,3,Transformation Digitale,Frequent,1,0,0,0.7960573310058287,6.5,0
40,0,2166,Célibataire,Consulting,Consultant,3,4,1,3,1,2,1,1,14,0,3,7,3,Infra & Cloud,Occasionnel,0,1,0,0.6688963449968165,14.0,1
29,0,5869,Célibataire,Commercial,Cadre Commercial,9,5,3,2,3,3,3,0,11,0,2,10,3,Transformation Digitale,Occasionnel,1,0,0,0.8474748642498963,5.5,0
36,1,8008,Marié(e),Consulting,Manager,4,3,2,3,1,3,3,0,12,2,6,5,4,Infra & Cloud,Occasionnel,0,0,0,1.0635128381111498,12.0,0
25,0,5206,Divorcé(e),Consulting,Tech Lead,1,7,4,4,3,3,3,0,17,2,6,2,1,Infra & Cloud,Frequent,0,0,0,0.7135281774013649,17.0,0
39,0,5295,Marié(e),Consulting,Tech Lead,4,5,4,3,2,3,3,0,21,0,3,12,3,Transformation Digitale,Occasionnel,1,0,0,0.7257264117057678,10.5,0
49,1,16413,Marié(e),Consulting,Directeur Technique,3,4,1,3,2,2,3,0,16,2,2,22,4,Autre,Occasionnel,1,0,0,1.02360215908772,8.0,0
50,1,13269,Divorcé(e),Consulting,Directeur Technique,5,14,4,2,1,3,3,0,15,3,3,17,5,Infra & Cloud,Occasionnel,1,0,0,0.8275255619895788,7.5,0
20,1,2783,Célibataire,Commercial,Représentant Commercial,1,2,3,3,3,1,3,0,19,0,3,2,3,Transformation Digitale,Occasionnel,2,0,0,1.0593833269889608,6.333333333333333,1
34,1,5433,Divorcé(e),Consulting,Assistant de Direction,1,11,4,3,2,3,3,0,12,1,2,3,3,Infra & Cloud,Occasionnel,7,0,0,1.6763486354087858,1.5,0
36,0,2013,Célibataire,Consulting,Consultant,2,4,1,3,2,3,3,0,11,0,4,7,3,Infra & Cloud,Occasionnel,1,0,0,0.6216474342006425,5.5,1
49,1,13966,Marié(e),Consulting,Manager,2,15,3,2,3,2,3,1,19,1,3,6,1,Infra & Cloud,Occasionnel,2,0,0,1.8547727643681715,6.333333333333333,0
36,1,4374,Marié(e),Consulting,Tech Lead,0,3,4,2,3,3,3,0,15,0,6,1,4,Transformation Digitale,Aucun,1,0,0,0.5994952454770592,7.5,0
36,0,6842,Divorcé(e),Consulting,Manager,6,5,4,4,1,1,3,0,20,1,3,3,2,Infra & Cloud,Occasionnel,0,0,0,0.9086606941004604,20.0,0
54,1,17426,Marié(e),Consulting,Senior Manager,3,10,2,3,3,3,3,0,25,1,6,22,5,Transformation Digitale,Occasionnel,4,0,0,1.0141609795091158,5.0,0
43,0,17603,Marié(e),Consulting,Directeur Technique,1,14,3,2,3,1,3,0,24,1,3,15,2,Infra & Cloud,Occasionnel,6,0,0,1.097816901628047,3.4285714285714284,0
35,0,4581,Célibataire,Commercial,Cadre Commercial,3,11,4,3,4,1,4,1,24,0,2,12,4,Autre,Frequent,6,0,0,0.661489581381628,3.4285714285714284,0
38,0,4735,Marié(e),Consulting,Assistant de Direction,7,13,4,3,4,4,4,0,15,2,4,1,3,Infra & Cloud,Frequent,2,0,0,1.4609811869428677,5.0,0
29,0,4187,Divorcé(e),Commercial,Cadre Commercial,1,10,1,2,2,2,2,1,13,1,3,5,3,Transformation Digitale,Occasionnel,0,1,0,0.6045965678334155,13.0,0
33,0,5505,Divorcé(e),Commercial,Cadre Commercial,1,6,4,3,4,3,3,0,14,2,5,2,4,Transformation Digitale,Occasionnel,0,0,0,0.7949138060479943,14.0,0
32,0,5470,Divorcé(e),Consulting,Assistant de Direction,0,9,4,3,2,3,2,0,13,2,4,2,3,Transformation Digitale,Occasionnel,1,0,0,1.687764961473598,6.5,0
31,1,5476,Marié(e),Commercial,Cadre Commercial,1,10,1,3,4,1,3,0,11,2,2,5,4,Infra & Cloud,Occasionnel,0,0,0,0.7907262492132274,11.0,0
49,1,2587,Divorcé(e),Consulting,Consultant,4,2,4,3,1,2,2,1,16,1,2,16,3,Transformation Digitale,Occasionnel,2,1,0,0.7989080537889032,5.333333333333333,1
38,1,2440,Célibataire,Consulting,Consultant,1,4,4,2,2,2,3,0,22,0,3,2,3,Transformation Digitale,Frequent,3,0,0,0.7535120414553242,5.5,0
47,1,15972,Divorcé(e),Commercial,Senior Manager,6,3,2,4,2,3,3,0,14,3,2,2,4,Infra & Cloud,Occasionnel,1,0,0,0.9295408679398368,7.0,0
49,0,15379,Célibataire,Consulting,Senior Manager,4,8,3,3,3,1,3,0,14,0,2,1,3,Infra & Cloud,Occasionnel,0,0,0,0.8950293643906055,14.0,0
41,0,7082,Célibataire,Commercial,Cadre Commercial,3,2,4,3,3,4,3,1,16,0,2,23,2,Infra & Cloud,Occasionnel,0,0,0,1.022630258752388,16.0,0
20,0,2728,Célibataire,Commercial,Représentant Commercial,1,2,4,3,1,1,3,0,11,0,3,9,1,Infra & Cloud,Occasionnel,0,0,0,1.0384468976018273,11.0,1
33,1,5368,Divorcé(e),Commercial,Cadre Commercial,1,6,3,3,4,3,3,1,25,1,2,16,3,Infra & Cloud,Aucun,1,0,0,0.7751312099665093,12.5,0
36,0,5347,Marié(e),Consulting,Manager,6,3,1,3,3,2,2,0,14,2,2,26,4,Infra & Cloud,Occasionnel,0,0,0,0.7101152778946451,14.0,0
44,1,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,2,3,3,4,1,3,1,18,3,2,1,3,Infra & Cloud,Occasionnel,2,0,0,0.7541157727031333,6.0,0
23,0,3989,Célibataire,Consulting,Consultant,1,5,4,2,3,1,3,1,11,0,2,8,1,Transformation Digitale,Occasionnel,1,0,1,1.231868661215282,5.5,0
38,1,3306,Marié(e),Consulting,Consultant,7,0,4,3,3,4,2,0,19,1,5,4,2,Transformation Digitale,Occasionnel,0,0,0,1.0209470528898779,19.0,0
53,0,7005,Marié(e),Consulting,Manager,3,4,2,4,4,3,3,0,15,0,2,24,4,Transformation Digitale,Occasionnel,1,0,0,0.9303081207503252,7.5,0
48,1,2655,Marié(e),Commercial,Représentant Commercial,2,9,4,3,3,3,3,1,11,2,3,7,2,Transformation Digitale,Frequent,7,0,1,1.0106585458698134,1.375,0
32,0,1393,Célibataire,Consulting,Consultant,1,1,4,3,2,1,3,0,12,0,2,2,4,Infra & Cloud,Occasionnel,0,0,0,0.43018125973248633,12.0,1
26,0,2570,Célibataire,Consulting,Consultant,1,7,4,3,4,3,3,0,20,0,5,7,3,Transformation Digitale,Aucun,5,0,0,0.7936581748115505,3.3333333333333335,0
55,0,3537,Divorcé(e),Consulting,Assistant de Direction,5,4,1,2,2,4,3,0,12,1,1,22,3,Entrepreunariat,Occasionnel,1,0,0,1.0913390619254326,6.0,0
34,0,3986,Marié(e),Consulting,Consultant,1,15,2,2,4,3,4,0,14,1,3,5,2,Transformation Digitale,Occasionnel,4,0,0,1.2309422119839846,2.8,0
60,0,10883,Divorcé(e),Consulting,Manager,3,1,3,1,4,3,4,0,20,1,2,1,4,Transformation Digitale,Occasionnel,0,0,0,1.445330946199256,20.0,0
33,0,2028,Marié(e),Consulting,Consultant,1,14,2,4,2,4,3,0,18,3,6,21,3,Transformation Digitale,Occasionnel,2,0,0,0.6262796803571301,6.0,0
37,0,9525,Divorcé(e),Commercial,Cadre Commercial,1,6,3,1,4,3,2,0,14,2,2,1,4,Transformation Digitale,Frequent,1,0,0,1.3753958224536142,7.0,0
34,1,2929,Marié(e),Consulting,Assistant de Direction,1,10,2,2,4,2,3,0,12,0,3,19,3,Infra & Cloud,Occasionnel,8,0,0,0.9037410552387877,1.3333333333333333,0
23,0,2275,Divorcé(e),Commercial,Représentant Commercial,1,3,3,3,4,2,3,1,21,1,2,7,3,Infra & Cloud,Occasionnel,0,0,0,0.8660068519223448,21.0,0
44,1,7879,Marié(e),Consulting,Manager,1,8,3,4,4,2,3,1,19,1,2,2,3,Infra & Cloud,Occasionnel,6,0,0,1.0463808256091096,2.7142857142857144,0
35,0,4930,Célibataire,Consulting,Assistant de Direction,0,5,1,2,4,3,4,1,14,0,2,2,4,Transformation Digitale,Frequent,1,0,0,1.5211483107979593,7.0,0
43,0,7847,Marié(e),Commercial,Cadre Commercial,1,10,4,3,4,1,3,1,17,1,3,2,3,Transformation Digitale,Occasionnel,8,0,0,1.1330951200833081,1.8888888888888888,0
24,0,4401,Marié(e),Consulting,Assistant de Direction,1,5,3,4,3,4,3,0,16,1,1,9,3,Transformation Digitale,Occasionnel,0,0,0,1.3579257030064542,16.0,0
41,0,9241,Célibataire,Commercial,Cadre Commercial,1,10,4,3,3,2,3,0,12,0,3,6,3,Marketing,Occasionnel,8,0,0,1.3343866451752073,1.3333333333333333,0
29,1,2974,Marié(e),Consulting,Consultant,9,5,4,3,3,3,3,0,17,1,2,9,4,Transformation Digitale,Occasionnel,1,0,0,0.9184200046262845,8.5,0
36,1,4502,Célibataire,Commercial,Représentant Commercial,3,13,3,3,4,3,2,0,15,0,2,2,4,Infra & Cloud,Occasionnel,6,0,0,1.7137419109250096,2.142857142857143,0
45,0,10748,Marié(e),Consulting,Manager,3,23,3,2,3,4,2,0,23,1,3,1,1,Infra & Cloud,Aucun,14,0,0,1.4274020959064233,1.5333333333333334,0
24,0,1555,Marié(e),Ressources Humaines,Ressources Humaines,1,1,4,1,3,3,3,0,11,1,2,22,1,Ressources Humaines,Occasionnel,0,0,0,0.36702661237977224,11.0,0
47,0,12936,Marié(e),Commercial,Cadre Commercial,7,23,3,1,3,3,1,0,11,0,3,9,3,Infra & Cloud,Frequent,14,0,0,1.867939145329129,0.7333333333333333,0
26,0,2305,Marié(e),Consulting,Consultant,1,3,4,1,3,3,4,0,15,3,3,17,4,Transformation Digitale,Occasionnel,0,0,0,0.7118218260469353,15.0,0
45,1,16704,Célibataire,Consulting,Directeur Technique,1,21,4,2,2,3,3,0,11,0,2,28,2,Entrepreunariat,Occasionnel,8,0,0,1.041750470078674,1.2222222222222223,0
32,0,3433,Marié(e),Consulting,Assistant de Direction,6,5,1,3,3,1,2,0,13,1,3,10,3,Infra & Cloud,Frequent,1,0,0,1.0592499292027169,6.5,0
31,0,3477,Marié(e),Consulting,Consultant,1,5,2,3,3,4,4,0,14,1,2,2,4,Infra & Cloud,Occasionnel,0,0,0,1.073754659073837,14.0,0
41,0,6430,Marié(e),Ressources Humaines,Ressources Humaines,6,3,3,1,2,2,3,0,19,1,4,4,3,Ressources Humaines,Aucun,1,0,0,1.5176727444385436,9.5,0
40,1,6516,Marié(e),Consulting,Tech Lead,2,1,2,3,1,2,3,1,16,1,3,8,2,Infra & Cloud,Occasionnel,0,0,0,0.8930752216571828,16.0,0
24,0,3907,Divorcé(e),Consulting,Consultant,1,6,2,3,1,2,4,0,13,3,2,29,1,Transformation Digitale,Occasionnel,1,0,0,1.2065457155598163,6.5,0
46,0,5562,Célibataire,Consulting,Manager,6,10,3,3,2,4,3,0,14,0,3,13,4,Infra & Cloud,Occasionnel,0,0,0,0.7386686320647121,14.0,0
35,0,6883,Marié(e),Consulting,Tech Lead,2,7,4,3,3,2,3,0,16,1,3,27,4,Infra & Cloud,Occasionnel,0,0,0,0.9433758058112937,16.0,0
30,0,2862,Marié(e),Consulting,Assistant de Direction,1,10,2,3,4,2,2,0,12,1,2,16,1,Infra & Cloud,Occasionnel,0,0,0,0.8830682485808843,12.0,1
47,0,4978,Marié(e),Commercial,Cadre Commercial,7,1,3,3,2,4,1,0,11,1,3,2,4,Marketing,Aucun,0,0,0,0.7188157904644715,11.0,0
46,0,10368,Divorcé(e),Commercial,Cadre Commercial,4,10,3,3,4,2,2,1,12,1,5,2,3,Infra & Cloud,Occasionnel,0,1,0,1.497123767684942,12.0,0
36,0,6134,Divorcé(e),Commercial,Cadre Commercial,5,2,2,2,1,2,3,1,13,3,3,13,5,Marketing,Occasionnel,2,0,0,0.8857404698089731,4.333333333333333,0
32,0,6735,Célibataire,Commercial,Cadre Commercial,6,0,1,1,2,2,3,0,15,0,2,1,2,Infra & Cloud,Occasionnel,0,0,0,0.9725239752467287,15.0,0
23,1,3295,Célibataire,Consulting,Consultant,1,3,3,3,2,3,1,0,13,0,3,4,1,Transformation Digitale,Occasionnel,1,0,0,1.0175500723751203,6.5,0
31,1,5238,Célibataire,Consulting,Tech Lead,2,5,4,3,4,4,2,0,20,0,3,24,1,Entrepreunariat,Frequent,1,0,0,0.7179140593984535,10.0,0
39,0,6472,Marié(e),Consulting,Consultant,1,9,4,3,4,4,3,1,15,1,2,1,3,Infra & Cloud,Aucun,5,0,0,1.9986598083192042,2.5,0
32,0,9610,Marié(e),Commercial,Cadre Commercial,3,4,4,1,3,3,1,0,13,1,2,19,3,Infra & Cloud,Occasionnel,0,0,0,1.3876696959348276,13.0,0
40,0,19833,Célibataire,Commercial,Senior Manager,1,21,2,3,2,2,2,0,14,0,3,7,4,Transformation Digitale,Occasionnel,12,0,0,1.154243928991409,1.0769230769230769,0
45,1,9756,Marié(e),Ressources Humaines,Ressources Humaines,4,5,3,1,3,3,4,0,21,2,2,4,3,Infra & Cloud,Occasionnel,0,0,0,2.3027084439723846,21.0,0
30,1,4968,Célibataire,Consulting,Assistant de Direction,0,9,4,2,1,4,3,0,16,0,2,2,4,Entrepreunariat,Frequent,0,0,0,1.5328731862158747,16.0,0
